"id","mitra_id","survey_id","target","rate","created_at","updated_at"
"167","3","35","1","1","2025-10-15 04:16:52","2025-10-15 04:16:52"
"168","4","35","1","1","2025-10-15 04:16:53","2025-10-15 04:16:53"
"169","6","35","1","1","2025-10-15 04:16:53","2025-10-15 04:16:53"
"170","1","35","1","1","2025-10-15 04:16:53","2025-10-15 04:16:53"
"171","7","35","1","1","2025-10-15 04:16:54","2025-10-15 04:16:54"
"172","8","35","1","1","2025-10-15 04:16:54","2025-10-15 04:16:54"
"173","9","35","1","1","2025-10-15 04:16:54","2025-10-15 04:16:54"
"174","16","36","1","1","2025-10-15 04:20:46","2025-10-15 04:20:46"
"175","17","36","1","1","2025-10-15 04:20:46","2025-10-15 04:20:46"
"176","18","36","1","1","2025-10-15 04:20:47","2025-10-15 04:20:47"
"177","19","36","1","1","2025-10-15 04:20:47","2025-10-15 04:20:47"
"178","21","36","1","1","2025-10-15 04:20:47","2025-10-15 04:20:47"
"179","22","36","1","1","2025-10-15 04:20:47","2025-10-15 04:20:47"
"180","2","37","1","1","2025-10-15 04:22:24","2025-10-15 04:22:24"
"181","15","37","1","1","2025-10-15 04:22:24","2025-10-15 04:22:24"
"182","4","37","1","1","2025-10-15 04:22:24","2025-10-15 04:22:24"
"183","23","37","1","1","2025-10-15 04:22:25","2025-10-15 04:22:25"
"184","11","37","1","1","2025-10-15 04:22:25","2025-10-15 04:22:25"
"185","12","37","1","1","2025-10-15 04:22:26","2025-10-15 04:22:26"
"186","7","37","1","1","2025-10-15 04:22:26","2025-10-15 04:22:26"
"187","2","38","1","1","2025-10-15 04:23:41","2025-10-15 04:23:41"
"188","4","38","1","1","2025-10-15 04:23:41","2025-10-15 04:23:41"
"189","1","38","1","1","2025-10-15 04:23:42","2025-10-15 04:23:42"
"190","12","38","1","1","2025-10-15 04:23:42","2025-10-15 04:23:42"
"191","7","38","1","1","2025-10-15 04:23:42","2025-10-15 04:23:42"
"192","21","38","1","1","2025-10-15 04:23:43","2025-10-15 04:23:43"
"193","16","39","6","1","2025-10-15 04:27:12","2025-10-15 04:27:12"
"194","17","39","6","1","2025-10-15 04:27:13","2025-10-15 04:27:13"
"195","18","39","6","1","2025-10-15 04:27:13","2025-10-15 04:27:13"
"196","19","39","5","1","2025-10-15 04:27:13","2025-10-15 04:27:13"
"197","20","39","5","1","2025-10-15 04:27:14","2025-10-15 04:27:14"
"198","21","39","6","1","2025-10-15 04:27:14","2025-10-15 04:27:14"
"199","22","39","6","1","2025-10-15 04:27:14","2025-10-15 04:27:14"
"200","2","40","1","1","2025-10-15 04:33:03","2025-10-15 04:33:03"
"201","24","40","1","1","2025-10-15 04:33:04","2025-10-15 04:33:04"
"202","40","40","1","1","2025-10-15 04:33:04","2025-10-15 04:33:04"
"203","26","40","1","1","2025-10-15 04:33:05","2025-10-15 04:33:05"
"204","27","40","1","1","2025-10-15 04:33:05","2025-10-15 04:33:05"
"205","28","40","1","1","2025-10-15 04:33:06","2025-10-15 04:33:06"
"206","29","40","1","1","2025-10-15 04:33:06","2025-10-15 04:33:06"
"207","30","40","1","1","2025-10-15 04:33:07","2025-10-15 04:33:07"
"208","23","40","1","1","2025-10-15 04:33:08","2025-10-15 04:33:08"
"209","32","40","1","1","2025-10-15 04:33:10","2025-10-15 04:33:10"
"210","33","40","1","1","2025-10-15 04:33:10","2025-10-15 04:33:10"
"211","25","40","1","1","2025-10-15 04:33:12","2025-10-15 04:33:12"
"212","34","40","1","1","2025-10-15 04:33:12","2025-10-15 04:33:12"
"213","53","40","1","1","2025-10-15 04:43:26","2025-10-15 04:43:26"
"214","54","40","1","1","2025-10-15 04:43:27","2025-10-15 04:43:27"
"215","55","40","1","1","2025-10-15 04:43:29","2025-10-15 04:43:29"
"216","56","40","1","1","2025-10-15 04:43:30","2025-10-15 04:43:30"
"217","57","40","1","1","2025-10-15 04:45:50","2025-10-15 04:45:50"
"218","58","40","1","1","2025-10-15 04:53:08","2025-10-15 04:53:08"
"219","59","40","1","1","2025-10-15 04:53:09","2025-10-15 04:53:09"
"220","60","40","1","1","2025-10-15 04:53:09","2025-10-15 04:53:09"
"221","61","40","1","1","2025-10-15 04:53:10","2025-10-15 04:53:10"
"222","62","40","1","1","2025-10-15 04:53:12","2025-10-15 04:53:12"
"223","63","40","1","1","2025-10-15 04:53:13","2025-10-15 04:53:13"
"224","64","40","1","1","2025-10-15 04:53:14","2025-10-15 04:53:14"
"225","65","40","1","1","2025-10-15 04:53:16","2025-10-15 04:53:16"
"226","66","40","1","1","2025-10-15 04:53:17","2025-10-15 04:53:17"
"227","67","40","1","1","2025-10-15 04:53:17","2025-10-15 04:53:17"
"228","68","40","1","1","2025-10-15 04:53:19","2025-10-15 04:53:19"
"229","38","41","1","1","2025-10-15 04:55:03","2025-10-15 04:55:03"
"230","26","41","1","1","2025-10-15 04:55:04","2025-10-15 04:55:04"
"231","27","41","1","1","2025-10-15 04:55:04","2025-10-15 04:55:04"
"232","48","41","1","1","2025-10-15 04:55:04","2025-10-15 04:55:04"
"233","28","41","1","1","2025-10-15 04:55:04","2025-10-15 04:55:04"
"234","62","41","1","1","2025-10-15 04:55:05","2025-10-15 04:55:05"
"235","30","41","1","1","2025-10-15 04:55:05","2025-10-15 04:55:05"
"236","31","41","1","1","2025-10-15 04:55:06","2025-10-15 04:55:06"
"237","23","41","1","1","2025-10-15 04:55:06","2025-10-15 04:55:06"
"238","1","41","1","1","2025-10-15 04:55:07","2025-10-15 04:55:07"
"239","32","41","1","1","2025-10-15 04:55:08","2025-10-15 04:55:08"
"240","33","41","1","1","2025-10-15 04:55:08","2025-10-15 04:55:08"
"241","66","41","1","1","2025-10-15 04:55:09","2025-10-15 04:55:09"
"242","55","41","1","1","2025-10-15 04:55:09","2025-10-15 04:55:09"
"243","25","41","1","1","2025-10-15 04:55:09","2025-10-15 04:55:09"
"244","34","41","1","1","2025-10-15 04:55:10","2025-10-15 04:55:10"
"245","69","41","1","1","2025-10-15 05:04:57","2025-10-15 05:04:57"
"246","70","41","1","1","2025-10-15 05:04:57","2025-10-15 05:04:57"
"247","71","41","1","1","2025-10-15 05:04:59","2025-10-15 05:04:59"
"248","72","41","1","1","2025-10-15 05:07:02","2025-10-15 05:07:02"
"249","73","41","1","1","2025-10-15 05:07:05","2025-10-15 05:07:05"
"250","46","42","1","1","2025-10-15 05:10:50","2025-10-15 05:10:50"
"251","58","42","1","1","2025-10-15 05:10:51","2025-10-15 05:10:51"
"252","59","42","1","1","2025-10-15 05:10:51","2025-10-15 05:10:51"
"253","38","42","1","1","2025-10-15 05:10:51","2025-10-15 05:10:51"
"254","61","42","1","1","2025-10-15 05:10:52","2025-10-15 05:10:52"
"255","15","42","1","1","2025-10-15 05:10:52","2025-10-15 05:10:52"
"256","47","42","1","1","2025-10-15 05:10:53","2025-10-15 05:10:53"
"257","48","42","1","1","2025-10-15 05:10:53","2025-10-15 05:10:53"
"258","72","42","1","1","2025-10-15 05:10:54","2025-10-15 05:10:54"
"259","53","42","1","1","2025-10-15 05:10:54","2025-10-15 05:10:54"
"260","63","42","1","1","2025-10-15 05:10:54","2025-10-15 05:10:54"
"261","73","42","1","1","2025-10-15 05:10:55","2025-10-15 05:10:55"
"262","64","42","1","1","2025-10-15 05:10:55","2025-10-15 05:10:55"
"263","54","42","1","1","2025-10-15 05:10:55","2025-10-15 05:10:55"
"264","1","42","1","1","2025-10-15 05:10:56","2025-10-15 05:10:56"
"265","57","42","1","1","2025-10-15 05:10:56","2025-10-15 05:10:56"
"266","69","42","1","1","2025-10-15 05:10:57","2025-10-15 05:10:57"
"267","65","42","1","1","2025-10-15 05:10:58","2025-10-15 05:10:58"
"268","70","42","1","1","2025-10-15 05:10:58","2025-10-15 05:10:58"
"269","71","42","1","1","2025-10-15 05:10:58","2025-10-15 05:10:58"
"270","66","42","1","1","2025-10-15 05:10:59","2025-10-15 05:10:59"
"271","67","42","1","1","2025-10-15 05:10:59","2025-10-15 05:10:59"
"272","74","42","1","1","2025-10-15 05:11:00","2025-10-15 05:11:00"
"273","68","42","1","1","2025-10-15 05:11:00","2025-10-15 05:11:00"
"274","75","42","1","1","2025-10-15 05:12:16","2025-10-15 05:12:16"
"275","76","42","1","1","2025-10-15 05:12:16","2025-10-15 05:12:16"
"276","77","42","1","1","2025-10-15 05:12:18","2025-10-15 05:12:18"
"277","78","42","1","1","2025-10-15 05:12:18","2025-10-15 05:12:18"
"278","38","43","1","1","2025-10-15 05:15:44","2025-10-15 05:15:44"
"279","26","43","1","1","2025-10-15 05:15:44","2025-10-15 05:15:44"
"280","27","43","1","1","2025-10-15 05:15:45","2025-10-15 05:15:45"
"281","48","43","1","1","2025-10-15 05:15:45","2025-10-15 05:15:45"
"282","28","43","1","1","2025-10-15 05:15:45","2025-10-15 05:15:45"
"283","62","43","1","1","2025-10-15 05:15:46","2025-10-15 05:15:46"
"284","72","43","1","1","2025-10-15 05:15:46","2025-10-15 05:15:46"
"285","30","43","1","1","2025-10-15 05:15:46","2025-10-15 05:15:46"
"286","31","43","1","1","2025-10-15 05:15:46","2025-10-15 05:15:46"
"287","23","43","1","1","2025-10-15 05:15:47","2025-10-15 05:15:47"
"288","73","43","1","1","2025-10-15 05:15:47","2025-10-15 05:15:47"
"289","1","43","1","1","2025-10-15 05:15:47","2025-10-15 05:15:47"
"290","69","43","1","1","2025-10-15 05:15:48","2025-10-15 05:15:48"
"291","70","43","1","1","2025-10-15 05:15:48","2025-10-15 05:15:48"
"292","32","43","1","1","2025-10-15 05:15:48","2025-10-15 05:15:48"
"293","33","43","1","1","2025-10-15 05:15:48","2025-10-15 05:15:48"
"294","71","43","1","1","2025-10-15 05:15:49","2025-10-15 05:15:49"
"295","66","43","1","1","2025-10-15 05:15:49","2025-10-15 05:15:49"
"296","55","43","1","1","2025-10-15 05:15:49","2025-10-15 05:15:49"
"297","25","43","1","1","2025-10-15 05:15:50","2025-10-15 05:15:50"
"298","34","43","1","1","2025-10-15 05:15:50","2025-10-15 05:15:50"
"299","36","44","1","1","2025-10-15 05:19:25","2025-10-15 05:19:25"
"300","59","45","1","1","2025-10-15 05:21:46","2025-10-15 05:21:46"
"301","2","45","1","1","2025-10-15 05:21:46","2025-10-15 05:21:46"
"302","39","45","1","1","2025-10-15 05:21:47","2025-10-15 05:21:47"
"303","24","45","1","1","2025-10-15 05:21:47","2025-10-15 05:21:47"
"304","40","45","1","1","2025-10-15 05:21:48","2025-10-15 05:21:48"
"305","41","45","1","1","2025-10-15 05:21:49","2025-10-15 05:21:49"
"306","42","45","1","1","2025-10-15 05:21:49","2025-10-15 05:21:49"
"307","62","45","1","1","2025-10-15 05:21:49","2025-10-15 05:21:49"
"308","31","45","1","1","2025-10-15 05:21:50","2025-10-15 05:21:50"
"309","11","45","1","1","2025-10-15 05:21:50","2025-10-15 05:21:50"
"310","12","45","1","1","2025-10-15 05:21:51","2025-10-15 05:21:51"
"311","43","45","1","1","2025-10-15 05:21:51","2025-10-15 05:21:51"
"312","35","45","1","1","2025-10-15 05:21:52","2025-10-15 05:21:52"
"313","45","45","1","1","2025-10-15 05:21:53","2025-10-15 05:21:53"
"314","79","45","1","1","2025-10-15 05:21:53","2025-10-15 05:21:53"
"315","80","45","1","1","2025-10-15 05:23:08","2025-10-15 05:23:08"
"316","81","45","1","1","2025-10-15 05:23:10","2025-10-15 05:23:10"
"317","82","45","1","1","2025-10-15 05:23:11","2025-10-15 05:23:11"
"318","83","45","1","1","2025-10-15 05:23:12","2025-10-15 05:23:12"
"319","38","46","1","1","2025-10-15 05:59:47","2025-10-15 05:59:47"
"320","39","46","1","1","2025-10-15 05:59:48","2025-10-15 05:59:48"
"321","24","46","1","1","2025-10-15 05:59:48","2025-10-15 05:59:48"
"322","40","46","1","1","2025-10-15 05:59:48","2025-10-15 05:59:48"
"323","41","46","1","1","2025-10-15 05:59:49","2025-10-15 05:59:49"
"324","42","46","1","1","2025-10-15 05:59:49","2025-10-15 05:59:49"
"325","12","46","1","1","2025-10-15 05:59:49","2025-10-15 05:59:49"
"326","43","46","1","1","2025-10-15 05:59:50","2025-10-15 05:59:50"
"327","36","46","1","1","2025-10-15 05:59:50","2025-10-15 05:59:50"
"328","44","46","1","1","2025-10-15 05:59:50","2025-10-15 05:59:50"
"329","11","47","1","1","2025-10-15 07:30:38","2025-10-15 07:30:38"
"330","43","47","1","1","2025-10-15 07:30:39","2025-10-15 07:30:39"
"331","35","47","1","1","2025-10-15 07:30:39","2025-10-15 07:30:39"
"332","37","47","1","1","2025-10-15 07:30:40","2025-10-15 07:30:40"
"333","36","47","1","1","2025-10-15 07:30:40","2025-10-15 07:30:40"
"334","45","48","1","1","2025-10-15 07:32:20","2025-10-15 07:32:20"
"335","44","49","1","1","2025-10-15 07:37:53","2025-10-15 07:37:53"
"336","84","49","1","1","2025-10-15 07:38:43","2025-10-15 07:38:43"
"337","11","50","1","1","2025-10-15 07:40:21","2025-10-15 07:40:21"
"338","43","50","1","1","2025-10-15 07:40:22","2025-10-15 07:40:22"
"339","35","50","1","1","2025-10-15 07:40:22","2025-10-15 07:40:22"
"340","37","50","1","1","2025-10-15 07:40:22","2025-10-15 07:40:22"
"341","38","51","1","1","2025-10-15 07:44:03","2025-10-15 07:44:03"
"342","47","51","1","1","2025-10-15 07:44:03","2025-10-15 07:44:03"
"343","48","51","1","1","2025-10-15 07:44:03","2025-10-15 07:44:03"
"344","71","51","1","1","2025-10-15 07:44:04","2025-10-15 07:44:04"
"345","12","52","1","1","2025-10-15 07:46:39","2025-10-15 07:46:39"
"346","1","53","1","1","2025-10-15 07:48:45","2025-10-15 07:48:45"
"347","13","53","1","1","2025-10-15 07:48:45","2025-10-15 07:48:45"
"348","25","53","1","1","2025-10-15 07:48:45","2025-10-15 07:48:45"
"349","1","54","1","1","2025-10-15 07:51:26","2025-10-15 07:51:26"
"350","11","54","1","1","2025-10-15 07:51:27","2025-10-15 07:51:27"
"351","12","54","1","1","2025-10-15 07:51:27","2025-10-15 07:51:27"
"352","13","54","1","1","2025-10-15 07:51:27","2025-10-15 07:51:27"
"353","25","54","1","1","2025-10-15 07:51:28","2025-10-15 07:51:28"
"354","85","54","1","1","2025-10-15 07:52:06","2025-10-15 07:52:06"
"355","46","55","1","1","2025-10-15 07:54:30","2025-10-15 07:54:30"
"356","10","55","1","1","2025-10-15 07:54:31","2025-10-15 07:54:31"
"357","47","55","1","1","2025-10-15 07:54:31","2025-10-15 07:54:31"
"358","48","55","1","1","2025-10-15 07:54:31","2025-10-15 07:54:31"
"359","35","55","1","1","2025-10-15 07:54:32","2025-10-15 07:54:32"
"360","86","56","1","1","2025-10-15 07:59:37","2025-10-15 07:59:37"
"361","87","56","1","1","2025-10-15 07:59:37","2025-10-15 07:59:37"
"362","88","56","1","1","2025-10-15 07:59:38","2025-10-15 07:59:38"
"363","14","56","1","1","2025-10-15 07:59:38","2025-10-15 07:59:38"
"364","89","56","1","1","2025-10-15 07:59:39","2025-10-15 07:59:39"
"365","90","56","1","1","2025-10-15 07:59:40","2025-10-15 07:59:40"
"366","91","56","1","1","2025-10-15 07:59:40","2025-10-15 07:59:40"
