transaction_id,aspek1,aspek2,aspek3,rerata,created_at,updated_at
157,4,5,4,4.33,2025-10-15 03:55:15,2025-10-15 03:55:15
158,4,4,4,4.0,2025-10-15 03:58:47,2025-10-15 03:58:47
159,4,4,4,4.0,2025-10-15 04:09:53,2025-10-15 04:09:53
160,4,5,4,4.33,2025-10-15 04:09:54,2025-10-15 04:09:54
161,4,4,4,4.0,2025-10-15 04:09:54,2025-10-15 04:09:54
162,4,4,4,4.0,2025-10-15 04:12:05,2025-10-15 04:12:05
163,4,5,4,4.33,2025-10-15 04:12:06,2025-10-15 04:12:06
164,4,4,4,4.0,2025-10-15 04:12:06,2025-10-15 04:12:06
165,4,5,4,4.33,2025-10-15 04:16:52,2025-10-15 04:16:52
166,4,4,4,4.0,2025-10-15 04:16:52,2025-10-15 04:16:52
167,4,4,4,4.0,2025-10-15 04:16:52,2025-10-15 04:16:52
168,4,5,4,4.33,2025-10-15 04:16:53,2025-10-15 04:16:53
169,4,4,4,4.0,2025-10-15 04:16:53,2025-10-15 04:16:53
170,4,5,4,4.33,2025-10-15 04:16:53,2025-10-15 04:16:53
171,4,4,4,4.0,2025-10-15 04:16:54,2025-10-15 04:16:54
172,4,4,4,4.0,2025-10-15 04:16:54,2025-10-15 04:16:54
173,4,4,4,4.0,2025-10-15 04:16:54,2025-10-15 04:16:54
174,5,5,5,5.0,2025-10-15 04:20:46,2025-10-15 04:20:46
175,4,5,5,4.67,2025-10-15 04:20:46,2025-10-15 04:20:46
176,4,5,5,4.67,2025-10-15 04:20:47,2025-10-15 04:20:47
177,5,4,5,4.67,2025-10-15 04:20:47,2025-10-15 04:20:47
178,5,5,5,5.0,2025-10-15 04:20:47,2025-10-15 04:20:47
179,5,5,5,5.0,2025-10-15 04:20:47,2025-10-15 04:20:47
180,5,5,4,4.67,2025-10-15 04:22:24,2025-10-15 04:22:24
181,4,5,5,4.67,2025-10-15 04:22:24,2025-10-15 04:22:24
182,4,5,5,4.67,2025-10-15 04:22:24,2025-10-15 04:22:24
183,4,5,5,4.67,2025-10-15 04:22:25,2025-10-15 04:22:25
184,4,5,5,4.67,2025-10-15 04:22:25,2025-10-15 04:22:25
185,4,5,5,4.67,2025-10-15 04:22:26,2025-10-15 04:22:26
186,5,5,5,5.0,2025-10-15 04:22:26,2025-10-15 04:22:26
187,5,5,4,4.67,2025-10-15 04:23:41,2025-10-15 04:23:41
188,5,5,4,4.67,2025-10-15 04:23:41,2025-10-15 04:23:41
189,5,5,5,5.0,2025-10-15 04:23:42,2025-10-15 04:23:42
190,5,5,4,4.67,2025-10-15 04:23:42,2025-10-15 04:23:42
191,5,5,4,4.67,2025-10-15 04:23:42,2025-10-15 04:23:42
192,5,5,4,4.67,2025-10-15 04:23:43,2025-10-15 04:23:43
193,5,5,5,5.0,2025-10-15 04:27:12,2025-10-15 04:27:12
194,4,5,5,4.67,2025-10-15 04:27:13,2025-10-15 04:27:13
195,4,5,5,4.67,2025-10-15 04:27:13,2025-10-15 04:27:13
196,5,4,5,4.67,2025-10-15 04:27:13,2025-10-15 04:27:13
197,5,4,5,4.67,2025-10-15 04:27:14,2025-10-15 04:27:14
198,4,5,5,4.67,2025-10-15 04:27:14,2025-10-15 04:27:14
199,5,4,5,4.67,2025-10-15 04:27:14,2025-10-15 04:27:14
200,4,5,4,4.33,2025-10-15 04:33:03,2025-10-15 04:33:03
201,5,5,5,5.0,2025-10-15 04:33:04,2025-10-15 04:33:04
202,5,5,4,4.67,2025-10-15 04:33:04,2025-10-15 04:33:04
203,4,4,4,4.0,2025-10-15 04:33:05,2025-10-15 04:33:05
204,4,4,4,4.0,2025-10-15 04:33:05,2025-10-15 04:33:05
205,4,4,4,4.0,2025-10-15 04:33:06,2025-10-15 04:33:06
206,4,4,4,4.0,2025-10-15 04:33:06,2025-10-15 04:33:06
207,4,4,4,4.0,2025-10-15 04:33:07,2025-10-15 04:33:07
208,4,4,4,4.0,2025-10-15 04:33:08,2025-10-15 04:33:08
209,4,4,4,4.0,2025-10-15 04:33:10,2025-10-15 04:33:10
210,4,4,4,4.0,2025-10-15 04:33:10,2025-10-15 04:33:10
211,5,5,5,5.0,2025-10-15 04:33:12,2025-10-15 04:33:12
212,4,4,4,4.0,2025-10-15 04:33:12,2025-10-15 04:33:12
213,4,4,5,4.33,2025-10-15 04:43:26,2025-10-15 04:43:26
214,4,4,4,4.0,2025-10-15 04:43:27,2025-10-15 04:43:27
215,4,4,4,4.0,2025-10-15 04:43:29,2025-10-15 04:43:29
216,4,4,5,4.33,2025-10-15 04:43:30,2025-10-15 04:43:30
217,4,4,4,4.0,2025-10-15 04:45:50,2025-10-15 04:45:50
218,4,4,5,4.33,2025-10-15 04:53:08,2025-10-15 04:53:08
219,5,5,5,5.0,2025-10-15 04:53:09,2025-10-15 04:53:09
220,3,4,4,3.67,2025-10-15 04:53:09,2025-10-15 04:53:09
221,4,3,4,3.67,2025-10-15 04:53:10,2025-10-15 04:53:10
222,3,3,3,3.0,2025-10-15 04:53:12,2025-10-15 04:53:12
223,4,4,4,4.0,2025-10-15 04:53:13,2025-10-15 04:53:13
224,4,4,4,4.0,2025-10-15 04:53:14,2025-10-15 04:53:14
225,4,4,4,4.0,2025-10-15 04:53:16,2025-10-15 04:53:16
226,5,5,5,5.0,2025-10-15 04:53:17,2025-10-15 04:53:17
227,4,4,4,4.0,2025-10-15 04:53:17,2025-10-15 04:53:17
228,4,4,4,4.0,2025-10-15 04:53:19,2025-10-15 04:53:19
229,5,5,5,5.0,2025-10-15 04:55:03,2025-10-15 04:55:03
230,4,5,5,4.67,2025-10-15 04:55:04,2025-10-15 04:55:04
231,4,5,4,4.33,2025-10-15 04:55:04,2025-10-15 04:55:04
232,5,5,4,4.67,2025-10-15 04:55:04,2025-10-15 04:55:04
233,4,5,4,4.33,2025-10-15 04:55:04,2025-10-15 04:55:04
234,4,3,4,3.67,2025-10-15 04:55:05,2025-10-15 04:55:05
235,4,5,5,4.67,2025-10-15 04:55:05,2025-10-15 04:55:05
236,4,5,5,4.67,2025-10-15 04:55:06,2025-10-15 04:55:06
237,4,5,5,4.67,2025-10-15 04:55:06,2025-10-15 04:55:06
238,5,5,5,5.0,2025-10-15 04:55:07,2025-10-15 04:55:07
239,4,5,4,4.33,2025-10-15 04:55:08,2025-10-15 04:55:08
240,4,5,5,4.67,2025-10-15 04:55:08,2025-10-15 04:55:08
241,5,5,4,4.67,2025-10-15 04:55:09,2025-10-15 04:55:09
242,4,5,4,4.33,2025-10-15 04:55:09,2025-10-15 04:55:09
243,5,5,5,5.0,2025-10-15 04:55:09,2025-10-15 04:55:09
244,4,5,4,4.33,2025-10-15 04:55:10,2025-10-15 04:55:10
245,4,5,5,4.67,2025-10-15 05:04:57,2025-10-15 05:04:57
246,4,5,5,4.67,2025-10-15 05:04:57,2025-10-15 05:04:57
247,5,5,5,5.0,2025-10-15 05:04:59,2025-10-15 05:04:59
248,5,5,4,4.67,2025-10-15 05:07:02,2025-10-15 05:07:02
249,5,4,5,4.67,2025-10-15 05:07:05,2025-10-15 05:07:05
250,4,4,4,4.0,2025-10-15 05:10:50,2025-10-15 05:10:50
251,4,4,4,4.0,2025-10-15 05:10:51,2025-10-15 05:10:51
252,5,5,5,5.0,2025-10-15 05:10:51,2025-10-15 05:10:51
253,4,4,3,3.67,2025-10-15 05:10:51,2025-10-15 05:10:51
254,4,3,4,3.67,2025-10-15 05:10:52,2025-10-15 05:10:52
255,4,5,5,4.67,2025-10-15 05:10:52,2025-10-15 05:10:52
256,4,4,4,4.0,2025-10-15 05:10:53,2025-10-15 05:10:53
257,4,4,4,4.0,2025-10-15 05:10:53,2025-10-15 05:10:53
258,4,4,4,4.0,2025-10-15 05:10:54,2025-10-15 05:10:54
259,5,4,5,4.67,2025-10-15 05:10:54,2025-10-15 05:10:54
260,4,4,4,4.0,2025-10-15 05:10:54,2025-10-15 05:10:54
261,4,4,4,4.0,2025-10-15 05:10:55,2025-10-15 05:10:55
262,4,4,4,4.0,2025-10-15 05:10:55,2025-10-15 05:10:55
263,4,4,4,4.0,2025-10-15 05:10:55,2025-10-15 05:10:55
264,5,5,5,5.0,2025-10-15 05:10:56,2025-10-15 05:10:56
265,4,4,4,4.0,2025-10-15 05:10:56,2025-10-15 05:10:56
266,5,4,5,4.67,2025-10-15 05:10:57,2025-10-15 05:10:57
267,4,5,4,4.33,2025-10-15 05:10:58,2025-10-15 05:10:58
268,4,4,4,4.0,2025-10-15 05:10:58,2025-10-15 05:10:58
269,4,5,5,4.67,2025-10-15 05:10:58,2025-10-15 05:10:58
270,5,5,5,5.0,2025-10-15 05:10:59,2025-10-15 05:10:59
271,4,4,4,4.0,2025-10-15 05:10:59,2025-10-15 05:10:59
272,4,5,4,4.33,2025-10-15 05:11:00,2025-10-15 05:11:00
273,4,4,4,4.0,2025-10-15 05:11:00,2025-10-15 05:11:00
274,4,4,4,4.0,2025-10-15 05:12:16,2025-10-15 05:12:16
275,4,4,4,4.0,2025-10-15 05:12:16,2025-10-15 05:12:16
276,4,4,4,4.0,2025-10-15 05:12:18,2025-10-15 05:12:18
277,4,4,4,4.0,2025-10-15 05:12:18,2025-10-15 05:12:18
278,4,5,5,4.67,2025-10-15 05:15:44,2025-10-15 05:15:44
279,4,5,4,4.33,2025-10-15 05:15:44,2025-10-15 05:15:44
280,4,4,4,4.0,2025-10-15 05:15:45,2025-10-15 05:15:45
281,5,5,4,4.67,2025-10-15 05:15:45,2025-10-15 05:15:45
282,4,4,4,4.0,2025-10-15 05:15:45,2025-10-15 05:15:45
283,4,4,4,4.0,2025-10-15 05:15:46,2025-10-15 05:15:46
284,5,5,5,5.0,2025-10-15 05:15:46,2025-10-15 05:15:46
285,4,5,4,4.33,2025-10-15 05:15:46,2025-10-15 05:15:46
286,5,5,5,5.0,2025-10-15 05:15:46,2025-10-15 05:15:46
287,4,4,5,4.33,2025-10-15 05:15:47,2025-10-15 05:15:47
288,4,4,4,4.0,2025-10-15 05:15:47,2025-10-15 05:15:47
289,5,5,5,5.0,2025-10-15 05:15:47,2025-10-15 05:15:47
290,4,4,5,4.33,2025-10-15 05:15:48,2025-10-15 05:15:48
291,4,4,4,4.0,2025-10-15 05:15:48,2025-10-15 05:15:48
292,4,5,4,4.33,2025-10-15 05:15:48,2025-10-15 05:15:48
293,4,5,4,4.33,2025-10-15 05:15:48,2025-10-15 05:15:48
294,5,5,5,5.0,2025-10-15 05:15:49,2025-10-15 05:15:49
295,5,5,4,4.67,2025-10-15 05:15:49,2025-10-15 05:15:49
296,4,5,4,4.33,2025-10-15 05:15:49,2025-10-15 05:15:49
297,5,5,5,5.0,2025-10-15 05:15:50,2025-10-15 05:15:50
298,4,5,4,4.33,2025-10-15 05:15:50,2025-10-15 05:15:50
299,5,5,4,4.67,2025-10-15 05:19:25,2025-10-15 05:19:25
300,5,5,5,5.0,2025-10-15 05:21:46,2025-10-15 05:21:46
301,5,5,5,5.0,2025-10-15 05:21:46,2025-10-15 05:21:46
302,5,5,4,4.67,2025-10-15 05:21:47,2025-10-15 05:21:47
303,5,5,5,5.0,2025-10-15 05:21:47,2025-10-15 05:21:47
304,5,5,5,5.0,2025-10-15 05:21:48,2025-10-15 05:21:48
305,5,5,5,5.0,2025-10-15 05:21:49,2025-10-15 05:21:49
306,5,5,5,5.0,2025-10-15 05:21:49,2025-10-15 05:21:49
307,5,5,4,4.67,2025-10-15 05:21:49,2025-10-15 05:21:49
308,5,5,5,5.0,2025-10-15 05:21:50,2025-10-15 05:21:50
309,5,5,5,5.0,2025-10-15 05:21:50,2025-10-15 05:21:50
310,5,5,5,5.0,2025-10-15 05:21:51,2025-10-15 05:21:51
311,5,5,5,5.0,2025-10-15 05:21:51,2025-10-15 05:21:51
312,5,5,5,5.0,2025-10-15 05:21:52,2025-10-15 05:21:52
313,5,5,4,4.67,2025-10-15 05:21:53,2025-10-15 05:21:53
314,5,4,4,4.33,2025-10-15 05:21:53,2025-10-15 05:21:53
315,4,4,4,4.0,2025-10-15 05:23:08,2025-10-15 05:23:08
316,5,5,5,5.0,2025-10-15 05:23:10,2025-10-15 05:23:10
317,5,5,5,5.0,2025-10-15 05:23:11,2025-10-15 05:23:11
318,5,5,4,4.67,2025-10-15 05:23:12,2025-10-15 05:23:12
319,5,5,5,5.0,2025-10-15 06:00:23,2025-10-15 06:00:23
320,5,5,4,4.67,2025-10-15 06:00:24,2025-10-15 06:00:24
321,5,5,5,5.0,2025-10-15 06:00:24,2025-10-15 06:00:24
322,5,5,5,5.0,2025-10-15 06:00:24,2025-10-15 06:00:24
323,5,5,5,5.0,2025-10-15 06:00:25,2025-10-15 06:00:25
324,5,5,5,5.0,2025-10-15 06:00:25,2025-10-15 06:00:25
325,5,5,5,5.0,2025-10-15 06:00:26,2025-10-15 06:00:26
326,5,5,5,5.0,2025-10-15 06:00:26,2025-10-15 06:00:26
327,5,5,4,4.67,2025-10-15 06:00:26,2025-10-15 06:00:26
328,5,5,4,4.67,2025-10-15 06:00:26,2025-10-15 06:00:26
329,5,5,5,5.0,2025-10-15 07:30:38,2025-10-15 07:30:38
330,5,5,5,5.0,2025-10-15 07:30:39,2025-10-15 07:30:39
331,5,5,5,5.0,2025-10-15 07:30:39,2025-10-15 07:30:39
332,5,5,4,4.67,2025-10-15 07:30:40,2025-10-15 07:30:40
333,5,5,4,4.67,2025-10-15 07:30:40,2025-10-15 07:30:40
334,5,5,4,4.67,2025-10-15 07:32:20,2025-10-15 07:32:20
335,5,5,4,4.67,2025-10-15 07:37:53,2025-10-15 07:37:53
336,5,5,4,4.67,2025-10-15 07:38:43,2025-10-15 07:38:43
337,5,5,5,5.0,2025-10-15 07:40:21,2025-10-15 07:40:21
338,5,5,5,5.0,2025-10-15 07:40:22,2025-10-15 07:40:22
339,5,5,5,5.0,2025-10-15 07:40:22,2025-10-15 07:40:22
340,5,5,4,4.67,2025-10-15 07:40:22,2025-10-15 07:40:22
341,5,5,5,5.0,2025-10-15 07:44:03,2025-10-15 07:44:03
342,5,4,4,4.33,2025-10-15 07:44:03,2025-10-15 07:44:03
343,4,4,4,4.0,2025-10-15 07:44:03,2025-10-15 07:44:03
344,4,5,5,4.67,2025-10-15 07:44:04,2025-10-15 07:44:04
345,4,4,4,4.0,2025-10-15 07:46:39,2025-10-15 07:46:39
346,5,5,5,5.0,2025-10-15 07:48:45,2025-10-15 07:48:45
347,4,4,4,4.0,2025-10-15 07:48:45,2025-10-15 07:48:45
348,4,5,4,4.33,2025-10-15 07:48:45,2025-10-15 07:48:45
349,5,5,5,5.0,2025-10-15 07:51:26,2025-10-15 07:51:26
350,4,5,4,4.33,2025-10-15 07:51:27,2025-10-15 07:51:27
351,4,4,4,4.0,2025-10-15 07:51:27,2025-10-15 07:51:27
352,5,5,4,4.67,2025-10-15 07:51:27,2025-10-15 07:51:27
353,5,4,5,4.67,2025-10-15 07:51:28,2025-10-15 07:51:28
354,4,4,5,4.33,2025-10-15 07:52:06,2025-10-15 07:52:06
355,4,4,5,4.33,2025-10-15 07:54:30,2025-10-15 07:54:30
356,4,5,4,4.33,2025-10-15 07:54:31,2025-10-15 07:54:31
357,5,5,5,5.0,2025-10-15 07:54:31,2025-10-15 07:54:31
358,4,4,4,4.0,2025-10-15 07:54:31,2025-10-15 07:54:31
359,5,4,4,4.33,2025-10-15 07:54:32,2025-10-15 07:54:32
360,4,5,4,4.33,2025-10-15 07:59:37,2025-10-15 07:59:37
361,4,5,4,4.33,2025-10-15 07:59:37,2025-10-15 07:59:37
362,4,5,4,4.33,2025-10-15 07:59:38,2025-10-15 07:59:38
363,4,5,4,4.33,2025-10-15 07:59:38,2025-10-15 07:59:38
364,4,5,4,4.33,2025-10-15 07:59:39,2025-10-15 07:59:39
365,4,5,4,4.33,2025-10-15 07:59:40,2025-10-15 07:59:40
366,4,5,4,4.33,2025-10-15 07:59:40,2025-10-15 07:59:40
367,4,5,4,4.33,2025-10-15 07:59:41,2025-10-15 07:59:41
